Temps;EA1{2}
0;9.64615352638066
1E-6;9.59130050102249
2E-6;9.61124705569819
3E-6;9.60626041702926
4E-6;9.60626041702926
5E-6;9.60127377836034
6E-6;9.60127377836034
7E-6;9.60127377836034
8E-6;9.59628713969141
9E-6;9.59628713969141
1E-5;9.59628713969141
1.1E-5;9.59628713969141
1.2E-5;9.59130050102249
1.3E-5;9.59130050102249
1.4E-5;9.59130050102249
1.5E-5;9.59130050102249
1.6E-5;9.58132722368464
1.7E-5;9.58132722368464
1.8E-5;9.57634058501571
1.9E-5;9.57135394634679
2E-5;9.56636730767786
2.1E-5;9.56138066900894
2.2E-5;9.56138066900894
2.3E-5;9.56138066900894
2.4E-5;9.55140739167109
2.5E-5;9.55140739167109
2.6E-5;9.54642075300217
2.7E-5;9.54642075300217
2.8E-5;9.54143411433324
2.9E-5;9.54143411433324
3E-5;9.53644747566432
3.1E-5;9.52647419832647
3.2E-5;9.52647419832647
3.3E-5;9.51650092098862
3.4E-5;9.5115142823197
3.5E-5;9.5115142823197
3.6E-5;9.50154100498185
3.7E-5;9.49655436631292
3.8E-5;9.491567727644
3.9E-5;9.49655436631292
4E-5;9.48159445030615
4.1E-5;9.47660781163722
4.2E-5;9.4716211729683
4.3E-5;9.46663453429937
4.4E-5;9.46663453429937
4.5E-5;9.45666125696152
4.6E-5;9.4516746182926
4.7E-5;9.44170134095475
4.8E-5;9.43671470228583
4.9E-5;9.4317280636169
5E-5;9.42175478627905
5.1E-5;9.41676814761013
5.2E-5;9.4117815089412
5.3E-5;9.40180823160335
5.4E-5;9.39682159293443
5.5E-5;9.39183495426551
5.6E-5;9.38186167692766
5.7E-5;9.37687503825873
5.8E-5;9.37188839958981
5.9E-5;9.36191512225196
6E-5;9.35692848358303
6.1E-5;9.34695520624518
6.2E-5;9.34196856757626
6.3E-5;9.33199529023841
6.4E-5;9.32700865156949
6.5E-5;9.31703537423164
6.6E-5;9.31204873556271
6.7E-5;9.30207545822486
6.8E-5;9.29210218088701
6.9E-5;9.27714226488024
7E-5;9.27215562621132
7.1E-5;9.26716898754239
7.2E-5;9.25719571020454
7.3E-5;9.25220907153562
7.4E-5;9.24223579419777
7.5E-5;9.23226251685992
7.6E-5;9.22727587819099
7.7E-5;9.21231596218422
7.8E-5;9.2073293235153
7.9E-5;9.19236940750852
8E-5;9.1873827688396
8.1E-5;9.17740949150175
8.2E-5;9.1674362141639
8.3E-5;9.16244957549497
8.4E-5;9.1474896594882
8.5E-5;9.13751638215035
8.6E-5;9.1275431048125
8.7E-5;9.11756982747465
8.8E-5;9.10759655013681
8.9E-5;9.09263663413003
9E-5;9.08764999546111
9.1E-5;9.07767671812326
9.2E-5;9.06271680211648
9.3E-5;9.05274352477863
9.4E-5;9.04277024744078
9.5E-5;9.03279697010294
9.6E-5;9.01783705409616
9.7E-5;9.01285041542724
9.8E-5;9.00287713808939
9.9E-5;8.99290386075154
0.0001;8.97794394474477
0.000101;8.96797066740692
0.000102;8.95799739006907
0.000103;8.94303747406229
0.000104;8.93306419672444
0.000105;8.91810428071767
0.000106;8.90813100337982
0.000107;8.89815772604197
0.000108;8.8831978100352
0.000109;8.86823789402842
0.00011;8.8632512553595
0.000111;8.84829133935273
0.000112;8.83333142334595
0.000113;8.81837150733918
0.000114;8.81338486867026
0.000115;8.79842495266348
0.000116;8.78346503665671
0.000117;8.76850512064993
0.000118;8.75853184331208
0.000119;8.74855856597424
0.00012;8.72861201129854
0.000121;8.72362537262961
0.000122;8.70866545662284
0.000123;8.68871890194714
0.000124;8.67874562460929
0.000125;8.66877234727144
0.000126;8.65381243126467
0.000127;8.63885251525789
0.000128;8.62389259925112
0.000129;8.60893268324435
0.00013;8.5989594059065
0.000131;8.58399948989972
0.000132;8.56903957389295
0.000133;8.5590662965551
0.000134;8.5391197418794
0.000135;8.52914646454155
0.000136;8.50919990986586
0.000137;8.49922663252801
0.000138;8.48426671652123
0.000139;8.46930680051446
0.00014;8.44936024583876
0.000141;8.43938696850091
0.000142;8.42442705249414
0.000143;8.40448049781844
0.000144;8.39450722048059
0.000145;8.37954730447382
0.000146;8.36458738846704
0.000147;8.34962747246027
0.000148;8.3346675564535
