Temps;EA1{2}
0.000149;8.31970764044672
0.00015;8.29976108577102
0.000151;8.28480116976425
0.000152;8.27981453109533
0.000153;8.2548813377507
0.000154;8.23493478307501
0.000155;8.21997486706823
0.000156;8.20501495106146
0.000157;8.19005503505468
0.000158;8.17010848037898
0.000159;8.15514856437221
0.00016;8.14018864836544
0.000161;8.12024209368974
0.000162;8.11026881635189
0.000163;8.09032226167619
0.000164;8.07536234566942
0.000165;8.05541579099372
0.000166;8.04045587498695
0.000167;8.02050932031125
0.000168;8.0105360429734
0.000169;7.9905894882977
0.00017;7.97562957229093
0.000171;7.95568301761523
0.000172;7.93573646293953
0.000173;7.91578990826383
0.000174;7.90581663092598
0.000175;7.88587007625028
0.000176;7.86592352157459
0.000177;7.85096360556781
0.000178;7.83101705089212
0.000179;7.81107049621642
0.00018;7.79611058020964
0.000181;7.77616402553394
0.000182;7.76120410952717
0.000183;7.74125755485147
0.000184;7.7262976388447
0.000185;7.706351084169
0.000186;7.69139116816223
0.000187;7.67144461348653
0.000188;7.65149805881083
0.000189;7.63155150413513
0.00019;7.61160494945943
0.000191;7.59165839478374
0.000192;7.57171184010804
0.000193;7.55675192410126
0.000194;7.53680536942557
0.000195;7.51685881474987
0.000196;7.49691226007417
0.000197;7.47696570539847
0.000198;7.4620057893917
0.000199;7.442059234716
0.0002;7.4221126800403
0.000201;7.4021661253646
0.000202;7.3822195706889
0.000203;7.3622730160132
0.000204;7.34232646133751
0.000205;7.32237990666181
0.000206;7.30243335198611
0.000207;7.28248679731041
0.000208;7.26254024263471
0.000209;7.24758032662794
0.00021;7.22264713328332
0.000211;7.20270057860762
0.000212;7.18275402393192
0.000213;7.16280746925622
0.000214;7.1378742759116
0.000215;7.12291435990483
0.000216;7.10795444389805
0.000217;7.08302125055343
0.000218;7.06307469587773
0.000219;7.04312814120203
0.00022;7.01819494785741
0.000221;6.99824839318171
0.000222;6.97830183850601
0.000223;6.95336864516139
0.000224;6.93342209048569
0.000225;6.91347553580999
0.000226;6.8935289811343
0.000227;6.86859578778967
0.000228;6.8536358717829
0.000229;6.82870267843828
0.00023;6.80875612376258
0.000231;6.78880956908688
0.000232;6.76387637574226
0.000233;6.73894318239763
0.000234;6.71899662772194
0.000235;6.69905007304624
0.000236;6.67411687970161
0.000237;6.65417032502592
0.000238;6.63422377035022
0.000239;6.60929057700559
0.00024;6.5893440223299
0.000241;6.5693974676542
0.000242;6.54446427430958
0.000243;6.52451771963388
0.000244;6.49958452628925
0.000245;6.47963797161356
0.000246;6.45969141693786
0.000247;6.43475822359324
0.000248;6.40982503024861
0.000249;6.38987847557291
0.00025;6.36494528222829
0.000251;6.34499872755259
0.000252;6.32006553420797
0.000253;6.29513234086335
0.000254;6.27518578618765
0.000255;6.25523923151195
0.000256;6.2253193994984
0.000257;6.2053728448227
0.000258;6.18043965147808
0.000259;6.16049309680238
0.00026;6.13555990345776
0.000261;6.11062671011314
0.000262;6.09068015543744
0.000263;6.06574696209282
0.000264;6.04580040741712
0.000265;6.0208672140725
0.000266;5.99593402072787
0.000267;5.97100082738325
0.000268;5.94606763403863
0.000269;5.92612107936293
0.00027;5.90118788601831
0.000271;5.87625469267368
0.000272;5.85132149932906
0.000273;5.82638830598444
0.000274;5.80644175130874
0.000275;5.78150855796412
0.000276;5.76156200328842
0.000277;5.73164217127487
0.000278;5.71169561659917
0.000279;5.68177578458562
0.00028;5.66182922990993
0.000281;5.63190939789638
0.000282;5.61196284322068
0.000283;5.59201628854498
0.000284;5.56209645653144
0.000285;5.53716326318681
0.000286;5.51223006984219
0.000287;5.49228351516649
0.000288;5.46735032182187
0.000289;5.44241712847725
0.00029;5.4124972964637
0.000291;5.392550741788
0.000292;5.36263090977445
0.000293;5.3327110777609
0.000294;5.31775116175413
0.000295;5.29281796840951
0.000296;5.26788477506489
0.000297;5.24295158172026
0.000298;5.21303174970672
0.000299;5.18809855636209
0.0003;5.16815200168639
0.000301;5.13823216967285
0.000302;5.11329897632822
0.000303;5.09335242165253
0.000304;5.06343258963898
0.000305;5.03849939629436
0.000306;5.01356620294973
0.000307;4.98863300960511
0.000308;4.95871317759156
0.000309;4.93876662291586
0.00031;4.90884679090232
0.000311;4.88391359755769
0.000312;4.85898040421307
0.000313;4.83404721086845
0.000314;4.80911401752383
0.000315;4.77919418551028
0.000316;4.75426099216566
0.000317;4.72932779882103
0.000318;4.70439460547641
0.000319;4.67946141213179
0.00032;4.65452821878716
0.000321;4.62460838677362
0.000322;4.59967519342899
0.000323;4.56975536141545
0.000324;4.54980880673975
0.000325;4.5198889747262
0.000326;4.4999424200505
0.000327;4.46503594936803
0.000328;4.44010275602341
0.000329;4.41018292400986
0.00033;4.39023636933416
0.000331;4.36530317598954
0.000332;4.33538334397599
0.000333;4.31045015063137
0.000334;4.28053031861782
0.000335;4.2555971252732
0.000336;4.23066393192857
0.000337;4.20573073858395
0.000338;4.1758109065704
0.000339;4.14589107455686
0.00034;4.13093115855008
0.000341;4.09602468786761
0.000342;4.07109149452299
0.000343;4.04117166250944
0.000344;4.01623846916482
0.000345;3.98631863715127
0.000346;3.96138544380665
0.000347;3.9314656117931
0.000348;3.90653241844848
0.000349;3.88159922510386
0.00035;3.85167939309031
0.000351;3.82674619974569
0.000352;3.79682636773214
0.000353;3.77189317438751
0.000354;3.74695998104289
0.000355;3.72202678769827
0.000356;3.69210695568472
0.000357;3.66218712367117
0.000358;3.63226729165763
0.000359;3.607334098313
0.00036;3.58240090496838
0.000361;3.55248107295483
0.000362;3.52754787961021
0.000363;3.50261468626559
0.000364;3.47269485425204
0.000365;3.44277502223849
0.000366;3.41784182889387
0.000367;3.39290863554925
0.000368;3.35800216486678
0.000369;3.33306897152215
0.00037;3.3031491395086
0.000371;3.27821594616398
0.000372;3.25328275281936
0.000373;3.22336292080581
0.000374;3.19344308879226
0.000375;3.16850989544764
0.000376;3.14357670210302
0.000377;3.11365687008947
0.000378;3.08872367674485
0.000379;3.0588038447313
0.00038;3.02888401271775
0.000381;3.00395081937313
0.000382;2.96904434869066
0.000383;2.94411115534604
0.000384;2.91917796200141
0.000385;2.88925812998787
0.000386;2.85933829797432
0.000387;2.8344051046297
0.000388;2.80947191128507
0.000389;2.77955207927153
0.00039;2.74963224725798
0.000391;2.71971241524443
0.000392;2.69477922189981
0.000393;2.66485938988626
0.000394;2.63493955787271
0.000395;2.61000636452809
0.000396;2.58008653251454
0.000397;2.55515333916992
0.000398;2.52523350715637
0.000399;2.50030031381175
0.0004;2.4703804817982
0.000401;2.44046064978465
0.000402;2.41054081777111
0.000403;2.38560762442648
0.000404;2.35568779241294
0.000405;2.32576796039939
0.000406;2.30083476705477
0.000407;2.27091493504122
0.000408;2.24099510302767
0.000409;2.21606190968305
0.00041;2.19112871633843
0.000411;2.15622224565595
0.000412;2.13128905231133
0.000413;2.10136922029778
0.000414;2.07144938828424
0.000415;2.04152955627069
0.000416;2.01659636292607
0.000417;1.98667653091252
0.000418;1.9617433375679
0.000419;1.93182350555435
0.00042;1.9019036735408
0.000421;1.87198384152725
0.000422;1.84705064818263
0.000423;1.81713081616908
0.000424;1.78721098415554
0.000425;1.76227779081091
0.000426;1.72737132012844
0.000427;1.70243812678382
0.000428;1.67251829477027
0.000429;1.64758510142565
0.00043;1.6176652694121
0.000431;1.58774543739855
0.000432;1.56281224405393
0.000433;1.52291913470253
0.000434;1.50795921869576
0.000435;1.47305274801329
0.000436;1.44811955466866
0.000437;1.41819972265512
0.000438;1.38827989064157
0.000439;1.35836005862802
0.00044;1.32844022661448
0.000441;1.30350703326985
0.000442;1.2735872012563
0.000443;1.24865400791168
0.000444;1.21873417589813
0.000445;1.18881434388459
0.000446;1.16388115053996
0.000447;1.13396131852642
0.000448;1.10404148651287
0.000449;1.07910829316825
0.00045;1.04420182248577
0.000451;1.01926862914115
0.000452;0.989348797127604
0.000453;0.959428965114057
0.000454;0.934495771769434
0.000455;0.904575939755887
0.000456;0.874656107742339
0.000457;0.844736275728792
0.000458;0.819803082384169
0.000459;0.789883250370622
0.00046;0.759963418357074
0.000461;0.730043586343527
0.000462;0.705110392998904
0.000463;0.675190560985357
0.000464;0.645270728971809
0.000465;0.620337535627186
0.000466;0.590417703613639
0.000467;0.560497871600091
0.000468;0.535564678255469
0.000469;0.505644846241921
0.00047;0.475725014228374
0.000471;0.445805182214826
0.000472;0.415885350201279
0.000473;0.385965518187732
0.000474;0.366018963512033
0.000475;0.336099131498486
0.000476;0.306179299484938
0.000477;0.276259467471391
0.000478;0.246339635457844
0.000479;0.221406442113221
0.00048;0.196473248768598
0.000481;0.161566778086126
0.000482;0.131646946072578
0.000483;0.106713752727956
0.000484;0.0767939207144082
0.000485;0.0468740887008607
0.000486;0.0219408953562379
0.000487;-0.00797893665730953
0.000488;-0.037898768670857
0.000489;-0.0628319620154798
0.00049;-0.0927517940290272
0.000491;-0.122671626042575
0.000492;-0.147604819387198
0.000493;-0.177524651400745
0.000494;-0.207444483414292
0.000495;-0.232377676758915
0.000496;-0.257310870103538
0.000497;-0.29221734078601
0.000498;-0.317150534130633
0.000499;-0.34707036614418
0.0005;-0.376990198157728
0.000501;-0.406910030171275
0.000502;-0.431843223515898
0.000503;-0.461763055529445
0.000504;-0.486696248874068
0.000505;-0.516616080887616
0.000506;-0.546535912901163
0.000507;-0.571469106245786
0.000508;-0.596402299590409
0.000509;-0.626322131603956
0.00051;-0.656241963617504
0.000511;-0.681175156962126
0.000512;-0.711094988975674
0.000513;-0.736028182320297
0.000514;-0.765948014333844
0.000515;-0.800854485016316
0.000516;-0.825787678360939
0.000517;-0.850720871705562
0.000518;-0.880640703719109
0.000519;-0.905573897063732
0.00052;-0.93549372907728
0.000521;-0.965413561090827
0.000522;-0.99034675443545
0.000523;-1.01527994778007
0.000524;-1.04519977979362
0.000525;-1.06015969580039
0.000526;-1.10005280515179
0.000527;-1.12997263716534
0.000528;-1.15989246917889
0.000529;-1.18482566252351
0.00053;-1.20975885586813
0.000531;-1.23967868788168
0.000532;-1.26959851989523
0.000533;-1.29453171323985
0.000534;-1.3244515452534
0.000535;-1.34938473859802
0.000536;-1.37431793194264
0.000537;-1.40423776395619
0.000538;-1.43415759596974
0.000539;-1.45909078931436
0.00054;-1.48402398265898
0.000541;-1.50895717600361
0.000542;-1.54386364668608
0.000543;-1.5687968400307
0.000544;-1.59373003337532
0.000545;-1.62364986538887
0.000546;-1.64858305873349
0.000547;-1.67850289074704
0.000548;-1.70343608409166
0.000549;-1.73335591610521
0.00055;-1.75828910944983
0.000551;-1.78820894146338
0.000552;-1.813142134808
0.000553;-1.84306196682155
0.000554;-1.86799516016617
0.000555;-1.8929283535108
0.000556;-1.91786154685542
0.000557;-1.94279474020004
0.000558;-1.97271457221359
0.000559;-1.99764776555821
0.00056;-2.02756759757176
0.000561;-2.05250079091638
0.000562;-2.07743398426101
0.000563;-2.10735381627455
0.000564;-2.13228700961918
0.000565;-2.1572202029638
0.000566;-2.18714003497735
0.000567;-2.21207322832197
0.000568;-2.23700642166659
0.000569;-2.26692625368014
0.00057;-2.29185944702476
0.000571;-2.31679264036939
0.000572;-2.34172583371401
0.000573;-2.37164566572756
0.000574;-2.39657885907218
0.000575;-2.4215120524168
0.000576;-2.44644524576142
0.000577;-2.47636507777497
0.000578;-2.50129827111959
0.000579;-2.52623146446422
0.00058;-2.55116465780884
0.000581;-2.58108448982239
0.000582;-2.60601768316701
0.000583;-2.63095087651163
0.000584;-2.65588406985626
0.000585;-2.6858039018698
0.000586;-2.7057504565455
0.000587;-2.73068364989012
0.000588;-2.76060348190367
0.000589;-2.79052331391722
0.00059;-2.81046986859292
0.000591;-2.83540306193754
0.000592;-2.86033625528216
0.000593;-2.89025608729571
0.000594;-2.91518928064033
0.000595;-2.94012247398496
0.000596;-2.96505566732958
0.000597;-2.9899888606742
0.000598;-3.01990869268775
0.000599;-3.03985524736345
0.0006;-3.06478844070807
0.000601;-3.08972163405269
0.000602;-3.11465482739732
0.000603;-3.13460138207302
0.000604;-3.16452121408656
0.000605;-3.18945440743119
0.000606;-3.21438760077581
0.000607;-3.23932079412043
0.000608;-3.26924062613398
0.000609;-3.2941738194786
0.00061;-3.3141203741543
0.000611;-3.33905356749892
0.000612;-3.36398676084354
0.000613;-3.38891995418817
0.000614;-3.41385314753279
0.000615;-3.43878634087741
0.000616;-3.45873289555311
0.000617;-3.48366608889774
0.000618;-3.51358592091128
0.000619;-3.53851911425591
0.00062;-3.5584656689316
0.000621;-3.58339886227623
0.000622;-3.60833205562085
0.000623;-3.63326524896547
0.000624;-3.65321180364117
0.000625;-3.68313163565472
0.000626;-3.70307819033042
0.000627;-3.72801138367504
0.000628;-3.75294457701966
0.000629;-3.77289113169536
0.00063;-3.80281096370891
0.000631;-3.82774415705353
0.000632;-3.8427040730603
0.000633;-3.87262390507385
0.000634;-3.89755709841847
0.000635;-3.9224902917631
0.000636;-3.9424368464388
0.000637;-3.96737003978342
0.000638;-3.99230323312804
0.000639;-4.01723642647266
0.00064;-4.03718298114836
0.000641;-4.06211617449298
0.000642;-4.08206272916868
0.000643;-4.10699592251331
0.000644;-4.126942477189
0.000645;-4.15686230920255
0.000646;-4.1668355865404
0.000647;-4.19675541855395
0.000648;-4.22168861189857
0.000649;-4.24163516657427
0.00065;-4.26656835991889
0.000651;-4.29150155326352
0.000652;-4.31144810793921
0.000653;-4.33638130128384
0.000654;-4.35632785595953
0.000655;-4.38126104930416
0.000656;-4.39622096531093
0.000657;-4.42115415865555
0.000658;-4.44608735200018
0.000659;-4.4710205453448
0.00066;-4.4909671000205
0.000661;-4.50094037735835
0.000662;-4.53086020937189
0.000663;-4.56078004138544
0.000664;-4.58072659606114
0.000665;-4.60067315073684
0.000666;-4.62560634408146
0.000667;-4.64555289875716
0.000668;-4.66549945343286
0.000669;-4.69043264677748
0.00067;-4.71037920145318
0.000671;-4.73032575612888
0.000672;-4.7552589494735
0.000673;-4.77021886548027
0.000674;-4.7951520588249
0.000675;-4.82008525216952
0.000676;-4.84501844551414
0.000677;-4.85997836152092
0.000678;-4.88491155486554
0.000679;-4.90485810954124
0.00068;-4.92480466421694
0.000681;-4.94475121889263
0.000682;-4.96469777356833
0.000683;-4.98464432824403
0.000684;-5.00957752158865
0.000685;-5.02952407626435
0.000686;-5.04947063094005
0.000687;-5.06941718561575
0.000688;-5.08936374029145
0.000689;-5.10931029496714
0.00069;-5.12925684964284
0.000691;-5.14920340431854
0.000692;-5.16914995899424
0.000693;-5.18909651366994
0.000694;-5.20904306834564
0.000695;-5.23397626169026
0.000696;-5.24893617769703
0.000697;-5.27386937104166
0.000698;-5.29381592571735
0.000699;-5.31376248039305
0.0007;-5.33370903506875
0.000701;-5.34866895107552
0.000702;-5.37360214442015
0.000703;-5.38856206042692
0.000704;-5.40850861510262
0.000705;-5.42845516977832
0.000706;-5.45338836312294
0.000707;-5.46834827912971
0.000708;-5.48829483380541
0.000709;-5.50824138848111
0.00071;-5.52818794315681
0.000711;-5.54813449783251
0.000712;-5.56309441383928
0.000713;-5.58304096851498
0.000714;-5.6079741618596
0.000715;-5.62293407786638
0.000716;-5.64288063254207
0.000717;-5.65784054854885
0.000718;-5.67280046455562
0.000719;-5.69773365790024
0.00072;-5.71269357390702
0.000721;-5.73264012858272
0.000722;-5.74760004458949
0.000723;-5.76754659926519
0.000724;-5.78749315394089
0.000725;-5.80743970861658
0.000726;-5.82239962462336
0.000727;-5.84234617929906
0.000728;-5.85730609530583
0.000729;-5.87725264998153
0.00073;-5.89719920465723
0.000731;-5.912159120664
0.000732;-5.92711903667077
0.000733;-5.94706559134647
0.000734;-5.96701214602217
0.000735;-5.98197206202894
0.000736;-5.99693197803572
0.000737;-6.01189189404249
0.000738;-6.03682508738711
0.000739;-6.05178500339389
0.00074;-6.06674491940066
0.000741;-6.08669147407636
0.000742;-6.10663802875206
0.000743;-6.12159794475883
0.000744;-6.13655786076561
0.000745;-6.1565044154413
0.000746;-6.17146433144808
0.000747;-6.18642424745485
0.000748;-6.20138416346163
0.000749;-6.22133071813732
0.00075;-6.2362906341441
0.000751;-6.24626391148195
0.000752;-6.27119710482657
0.000753;-6.28615702083334
0.000754;-6.30111693684012
0.000755;-6.31607685284689
0.000756;-6.33103676885366
0.000757;-6.34599668486044
0.000758;-6.36594323953614
0.000759;-6.37591651687399
0.00076;-6.39087643288076
0.000761;-6.41082298755646
0.000762;-6.42079626489431
0.000763;-6.44074281957
0.000764;-6.45570273557678
0.000765;-6.47564929025248
0.000766;-6.48562256759033
0.000767;-6.50556912226602
0.000768;-6.5205290382728
0.000769;-6.53050231561065
0.00077;-6.54546223161742
0.000771;-6.56042214762419
0.000772;-6.57538206363097
0.000773;-6.59034197963774
0.000774;-6.60530189564452
0.000775;-6.62026181165129
0.000776;-6.63023508898914
0.000777;-6.65018164366484
0.000778;-6.66015492100269
0.000779;-6.67511483700946
0.00078;-6.68508811434731
0.000781;-6.70503466902301
0.000782;-6.71999458502978
0.000783;-6.72996786236763
0.000784;-6.7449277783744
0.000785;-6.75490105571225
0.000786;-6.77484761038795
0.000787;-6.7848208877258
0.000788;-6.79978080373257
0.000789;-6.81474071973935
0.00079;-6.8247139970772
0.000791;-6.84466055175289
0.000792;-6.85463382909074
0.000793;-6.86460710642859
0.000794;-6.87956702243537
0.000795;-6.88954029977322
0.000796;-6.89951357711107
0.000797;-6.91946013178676
0.000798;-6.92943340912461
0.000799;-6.94439332513139
0.0008;-6.95436660246924
0.000801;-6.96433987980708
0.000802;-6.97929979581386
0.000803;-6.98927307315171
0.000804;-7.00423298915848
0.000805;-7.01420626649633
0.000806;-7.0291661825031
0.000807;-7.03913945984095
0.000808;-7.05409937584773
0.000809;-7.06407265318558
0.00081;-7.07404593052343
0.000811;-7.07903256919235
0.000812;-7.09897912386805
0.000813;-7.11393903987482
0.000814;-7.12391231721267
0.000815;-7.13388559455052
0.000816;-7.14385887188837
0.000817;-7.15881878789514
0.000818;-7.16879206523299
0.000819;-7.17876534257084
0.00082;-7.18873861990869
0.000821;-7.19871189724654
0.000822;-7.21367181325331
0.000823;-7.22364509059116
0.000824;-7.23361836792901
0.000825;-7.23860500659794
0.000826;-7.25356492260471
0.000827;-7.26852483861148
0.000828;-7.27351147728041
0.000829;-7.27849811594933
0.00083;-7.28847139328718
0.000831;-7.30343130929396
0.000832;-7.3134045866318
0.000833;-7.32337786396965
0.000834;-7.3333511413075
0.000835;-7.34332441864535
0.000836;-7.3532976959832
0.000837;-7.36327097332105
0.000838;-7.36825761198998
0.000839;-7.38321752799675
0.00084;-7.38321752799675
0.000841;-7.39817744400352
0.000842;-7.40316408267245
0.000843;-7.41812399867922
0.000844;-7.42311063734814
0.000845;-7.43308391468599
0.000846;-7.44305719202384
0.000847;-7.45303046936169
0.000848;-7.46300374669954
0.000849;-7.46799038536847
0.00085;-7.47796366270632
0.000851;-7.48793694004417
0.000852;-7.49292357871309
0.000853;-7.49791021738201
0.000854;-7.50788349471986
0.000855;-7.51785677205771
0.000856;-7.52783004939556
0.000857;-7.53281668806449
0.000858;-7.54278996540233
0.000859;-7.55276324274018
0.00086;-7.55774988140911
0.000861;-7.56772315874696
0.000862;-7.57270979741588
0.000863;-7.57769643608481
0.000864;-7.58766971342266
0.000865;-7.58766971342266
0.000866;-7.59764299076051
0.000867;-7.60262962942943
0.000868;-7.6175895454362
0.000869;-7.6175895454362
0.00087;-7.62257618410513
0.000871;-7.63254946144298
0.000872;-7.6375361001119
0.000873;-7.64750937744975
0.000874;-7.65249601611868
0.000875;-7.6574826547876
0.000876;-7.66246929345652
0.000877;-7.66745593212545
0.000878;-7.67244257079437
0.000879;-7.68241584813222
0.00088;-7.68740248680115
0.000881;-7.697375764139
0.000882;-7.70236240280792
0.000883;-7.70236240280792
0.000884;-7.70734904147685
0.000885;-7.71732231881469
0.000886;-7.72230895748362
0.000887;-7.72729559615254
0.000888;-7.72729559615254
0.000889;-7.73726887349039
0.00089;-7.74225551215932
0.000891;-7.74724215082824
0.000892;-7.75222878949717
0.000893;-7.76220206683502
0.000894;-7.76220206683502
0.000895;-7.76718870550394
0.000896;-7.77217534417287
0.000897;-7.77217534417287
0.000898;-7.77716198284179
0.000899;-7.78713526017964
0.0009;-7.78713526017964
0.000901;-7.79212189884856
0.000902;-7.79710853751749
0.000903;-7.79710853751749
0.000904;-7.80708181485534
0.000905;-7.80708181485534
0.000906;-7.81206845352426
0.000907;-7.81206845352426
0.000908;-7.81705509219319
0.000909;-7.82204173086211
0.00091;-7.82204173086211
0.000911;-7.82702836953103
0.000912;-7.83201500819996
0.000913;-7.83201500819996
0.000914;-7.83700164686888
0.000915;-7.84198828553781
0.000916;-7.84198828553781
0.000917;-7.84697492420673
0.000918;-7.84697492420673
0.000919;-7.85196156287566
0.00092;-7.85196156287566
0.000921;-7.85196156287566
0.000922;-7.85694820154458
0.000923;-7.86193484021351
0.000924;-7.86193484021351
0.000925;-7.86193484021351
0.000926;-7.86692147888243
0.000927;-7.86692147888243
0.000928;-7.87190811755136
0.000929;-7.87190811755136
0.00093;-7.87190811755136
0.000931;-7.87190811755136
0.000932;-7.87190811755136
0.000933;-7.87689475622028
0.000934;-7.87689475622028
0.000935;-7.88188139488921
0.000936;-7.87689475622028
0.000937;-7.88188139488921
0.000938;-7.87689475622028
0.000939;-7.88188139488921
0.00094;-7.88188139488921
0.000941;-7.88188139488921
0.000942;-7.87689475622028
0.000943;-7.88188139488921
0.000944;-7.88686803355813
0.000945;-7.88686803355813
0.000946;-7.88686803355813
0.000947;-7.88188139488921
0.000948;-7.88686803355813
0.000949;-7.88188139488921
0.00095;-7.88686803355813
0.000951;-7.88686803355813
0.000952;-7.88188139488921
0.000953;-7.88188139488921
0.000954;-7.88188139488921
0.000955;-7.88188139488921
0.000956;-7.87689475622028
0.000957;-7.88188139488921
0.000958;-7.88188139488921
0.000959;-7.87689475622028
0.00096;-7.87689475622028
0.000961;-7.87689475622028
0.000962;-7.87689475622028
0.000963;-7.87689475622028
0.000964;-7.87689475622028
0.000965;-7.86692147888243
0.000966;-7.87190811755136
0.000967;-7.86193484021351
0.000968;-7.86692147888243
0.000969;-7.86692147888243
0.00097;-7.86193484021351
0.000971;-7.86193484021351
0.000972;-7.85694820154458
0.000973;-7.85694820154458
0.000974;-7.85694820154458
0.000975;-7.85196156287566
0.000976;-7.84697492420673
0.000977;-7.84697492420673
0.000978;-7.84697492420673
0.000979;-7.84198828553781
0.00098;-7.83700164686888
0.000981;-7.83700164686888
0.000982;-7.83700164686888
0.000983;-7.83201500819996
0.000984;-7.83201500819996
0.000985;-7.82204173086211
0.000986;-7.81705509219319
0.000987;-7.81705509219319
0.000988;-7.81206845352426
0.000989;-7.80708181485534
0.00099;-7.80708181485534
0.000991;-7.80209517618641
0.000992;-7.80209517618641
0.000993;-7.79710853751749
0.000994;-7.79212189884856
0.000995;-7.78713526017964
0.000996;-7.78214862151071
0.000997;-7.77716198284179
0.000998;-7.77217534417287
0.000999;-7.76718870550394
0.001;-7.75721542816609
0.001001;-7.75721542816609
0.001002;-7.75721542816609
0.001003;-7.75222878949717
0.001004;-7.74724215082824
0.001005;-7.73726887349039
0.001006;-7.73726887349039
0.001007;-7.73726887349039
0.001008;-7.72729559615254
0.001009;-7.72230895748362
0.00101;-7.71732231881469
0.001011;-7.71233568014577
0.001012;-7.70236240280792
0.001013;-7.697375764139
0.001014;-7.69238912547007
0.001015;-7.68740248680115
0.001016;-7.68740248680115
0.001017;-7.6774292094633
0.001018;-7.67244257079437
0.001019;-7.66745593212545
0.00102;-7.6574826547876
0.001021;-7.65249601611868
